title,link,source,scraped_at
These are the best budget-friendly city breaks in Europe,https://www.independent.co.uk/travel/budget-travel/affordable-city-breaks-europe-cheap-b2871982.html,independent_travel,2026-01-01T19:21:25.392609
This cosy German city welcomes visitors like locals,https://www.independent.co.uk/travel/europe/germany/koblenz-germany-cosy-europe-autumn-city-break-b2853262.html,independent_travel,2026-01-01T19:21:25.392609
Why Alan Partridge’s Norwich is perfect for an autumn break,https://www.independent.co.uk/travel/uk/norwich-best-things-to-do-alan-partridge-b2848304.html,independent_travel,2026-01-01T19:21:25.392609
This underrated European capital excels in old-world glamour,https://www.independent.co.uk/travel/europe/poland/warsaw-city-guide-glamour-b2846005.html,independent_travel,2026-01-01T19:21:25.392609
"Forget Bath – Buxton is a charming, crowd-free alternative",https://www.independent.co.uk/travel/uk/buxton-england-quiet-city-break-bath-alternative-b2845669.html,independent_travel,2026-01-01T19:21:25.392609
Swap overtourism-blighted destinations for these under-the-radar spots,https://www.independent.co.uk/travel/sustainable-travel/overtourism-under-radar-destinations-amsterdam-barcelona-b2470475.html,independent_travel,2026-01-01T19:21:25.393610
Walking with gods in the Greek Peloponnese,https://www.independent.co.uk/travel/europe/greece/sustainable-greek-islands-walking-holiday-b2467978.html,independent_travel,2026-01-01T19:21:25.393610
Measles cases detected at two major US airports,https://www.independent.co.uk/travel/news-and-advice/measles-new-jersey-boston-airports-b2892835.html,independent_travel,2026-01-01T19:21:25.393610
New deep-sea search for missing Malaysia Airlines flight MH370 begins,https://www.independent.co.uk/travel/news-and-advice/mh370-malaysia-airlines-flight-new-search-b2892718.html,independent_travel,2026-01-01T19:21:25.393610
Best and worst airlines for long-haul flights revealed,https://www.independent.co.uk/travel/news-and-advice/best-airlines-long-haul-flights-b2892685.html,independent_travel,2026-01-01T19:21:25.393610
‘Treated like cattle’: Readers reject calls for smarter airport dress,https://www.independent.co.uk/travel/news-and-advice/airport-outfit-dress-code-plane-flying-b2892092.html,independent_travel,2026-01-01T19:21:25.393610
Simon Calder shares his Great British Rail Sale tips,https://www.independent.co.uk/travel/news-and-advice/half-price-train-tickets-great-british-rail-sale-discounts-b2892628.html,independent_travel,2026-01-01T19:21:25.393610
Everything you need to know about Bucharest’s new tourist tax,https://www.independent.co.uk/travel/news-and-advice/bucharest-new-tourist-tax-popular-city-b2892600.html,independent_travel,2026-01-01T19:21:25.393610
Las Vegas’ struggling tourism industry posts another worrying stat,https://www.independent.co.uk/travel/news-and-advice/las-vegas-tourism-industry-2025-economy-b2892416.html,independent_travel,2026-01-01T19:21:25.393610
Full list of National Park free admission days as 2 holidays are axed,https://www.independent.co.uk/travel/news-and-advice/national-park-fee-free-days-juneteenth-mlk-day-b2892356.html,independent_travel,2026-01-01T19:21:25.393610
Madonna shows off 'glowing' appearance as she celebrates the holidays in Morocco with her family,https://c.newsnow.co.uk/A/1298911389?-18728:4648,newsuk_travel,2026-01-01T19:21:29.031617
Best and worst airlines for long-haul flights revealed,https://c.newsnow.co.uk/A/1298893239?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
‘Treated like cattle’: Readers reject calls for smarter airport dress,https://c.newsnow.co.uk/A/1298891757?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
You can gain citizenship in these countries just by donating money—no property purchase required,https://c.newsnow.co.uk/A/1298891485?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
I have visited every Cape Verde island and these are its best hotels,https://c.newsnow.co.uk/A/1298889298?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
Benidorm a ghost town as bars left empty on 'dead' strip with tourists nowhere to be seen,https://c.newsnow.co.uk/A/1298877715?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
"15 of the Best Places to Visit in India, According to Experts",https://c.newsnow.co.uk/A/1298967880?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
Which is world's leading airline to Asia?,https://c.newsnow.co.uk/A/1298967551?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
Traffic Scotland issues warning over worst-affected roads amid Met Office amber alert,https://c.newsnow.co.uk/A/1298966103?-18728:4648,newsuk_travel,2026-01-01T19:21:29.032616
Two Southeast Asian countries named among world's 10 best places to retire in 2026,https://c.newsnow.co.uk/A/1298965877?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
Six new travel rules holidaymakers need to know ahead of 2026 breaks,https://c.newsnow.co.uk/A/1298965562?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
"Black Friday travel deals: Vegas flights for under €300, 20% off at a five-star hotel",https://c.newsnow.co.uk/A/1298965237?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
Last major UK airport introduces £8 drop-off charge from January,https://c.newsnow.co.uk/A/1298964704?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
"I moved my family of 5 from a big city to a small town. We love our new life, but there are some things we miss.",https://c.newsnow.co.uk/A/1298964257?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
"The most dangerous flights of 2025, revealed",https://c.newsnow.co.uk/A/1298962478?-18728:4648,newsuk_travel,2026-01-01T19:21:29.033616
Trains from Chennai to get faster from today: Details,https://c.newsnow.co.uk/A/1298962354?-18728:4648,newsuk_travel,2026-01-01T19:21:29.034617
World’s most underrated places revealed for 2026,https://c.newsnow.co.uk/A/1298961888?-18728:4648,newsuk_travel,2026-01-01T19:21:32.361539
Terminally ill Bearsden dad had 'last Christmas' with family but marriage hopes dashed,https://c.newsnow.co.uk/A/1298961735?-18728:4648,newsuk_travel,2026-01-01T19:21:32.361539
"From Woodstock to WWII, oral histories capture fading past",https://c.newsnow.co.uk/A/1298961184?-18728:4648,newsuk_travel,2026-01-01T19:21:32.361539
How to save 43% on Warwick Castle entry in January 2026,https://c.newsnow.co.uk/A/1298960938?-18728:4648,newsuk_travel,2026-01-01T19:21:32.361539
"The best places to eat and drink in L.A. this month, according to our food writers",https://c.newsnow.co.uk/A/1298960729?-18728:4648,newsuk_travel,2026-01-01T19:21:32.361539
"Where to go in 2026: Travel writers pick their top destinations for delicious dining, arts and culture, and more meaningful tourism",https://c.newsnow.co.uk/A/1298959290?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
"2026 travel trends: The new wellness quest, AI travel planning, and a rising region for ‘authentic’ adventure",https://c.newsnow.co.uk/A/1298959289?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
Meet the workers changing the year at Guinness Brewery entrance,https://c.newsnow.co.uk/A/1298958443?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
"How to spend 36 hours in Cozumel, Mexico",https://c.newsnow.co.uk/A/1298958272?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
"Why is Budapest, ‘City of Baths,’ running out of bathhouses?",https://c.newsnow.co.uk/A/1298958271?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
All the canals and charm of Amsterdam. None of the crowds,https://c.newsnow.co.uk/A/1298958270?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
"These readers always wanted to drive to the West Coast, and they brought their dog",https://c.newsnow.co.uk/A/1298958268?-18728:4648,newsuk_travel,2026-01-01T19:21:32.362822
Turn 28 days of holiday into 63 days off for 2026 with this super-sizing tip,https://c.newsnow.co.uk/A/1298957896?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
World's largest indoor beach is 26C all-year-round and two-hour UK flight cost just £47,https://c.newsnow.co.uk/A/1298956724?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
"The rail, road and flight disruption to expect as the New Year begins",https://c.newsnow.co.uk/A/1298956359?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
World's first package holiday was alcohol alcohol-free trip to unlikely UK town,https://c.newsnow.co.uk/A/1298956178?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
Vietnam welcomes thousands of foreign tourists on first day of 2026,https://c.newsnow.co.uk/A/1298955927?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
Harbin's icy spectacle lights up New Year's Eve,https://c.newsnow.co.uk/A/1298955604?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
Bottled water to be supplied in Ksrtc buses,https://c.newsnow.co.uk/A/1298955345?-18728:4648,newsuk_travel,2026-01-01T19:21:32.363833
Inside Andy Murray's Traitors-style Scottish hotel with tennis court and art collection,https://c.newsnow.co.uk/A/1298954569?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
Revealed: The worst time to book your 2026 summer holidays - and when to book instead,https://c.newsnow.co.uk/A/1298954356?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
Why this NZ gem is perfect for a getaway before summer,https://c.newsnow.co.uk/A/1298953728?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
All the changes happening at Manchester Airport in 2026,https://c.newsnow.co.uk/A/1298953588?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
Why Crete Smells Like Burned Olive Wood in Winter (And Why That’s Normal),https://c.newsnow.co.uk/A/1298953468?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
"Scaling the Duke: A perfect mix of forest, sea and adventure",https://c.newsnow.co.uk/A/1298953384?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
Gorgeous UK village with stepping stones across babbling river and scenic views,https://c.newsnow.co.uk/A/1298952959?-18728:4648,newsuk_travel,2026-01-01T19:21:32.364835
The best time to visit Cuba,https://c.newsnow.co.uk/A/1298952886?-18728:4648,newsuk_travel,2026-01-01T19:21:32.365835
I Journeyed Through Namibia’s Ghostly Expanse – and Witnessed Life in the Wild,https://c.newsnow.co.uk/A/1298952783?-18728:4648,newsuk_travel,2026-01-01T19:21:32.365835
"Which country has world's best cuisine, according to TasteAtlas?",https://c.newsnow.co.uk/A/1298952120?-18728:4648,newsuk_travel,2026-01-01T19:21:32.365835
Festive New Year lanterns glow at Nanjing's Confucius Temple,https://c.newsnow.co.uk/A/1298951572?-18728:4648,newsuk_travel,2026-01-01T19:21:32.365835
"Bedbugs drove me out of Barcelona, but I may still move back",https://c.newsnow.co.uk/A/1298867765?-18728:4648,newsuk_travel,2026-01-01T19:21:35.695306
Hottest hotel openings for 2026,https://c.newsnow.co.uk/A/1298864180?-18728:4648,newsuk_travel,2026-01-01T19:21:35.695306
I've lived in California my whole life—these are the most underrated destinations in the state,https://c.newsnow.co.uk/A/1298814100?-18728:4648,newsuk_travel,2026-01-01T19:21:35.695306
London New Year’s Eve fireworks 2025 — where to watch for free in the capital,https://c.newsnow.co.uk/A/1298806470?-18728:4648,newsuk_travel,2026-01-01T19:21:35.695306
